Driver type,Sex,Age group ,severity,year,result
Car drivers,All,25-29,FSC (adjusted),2015,3628
Car drivers,All,25-29,FSC (adjusted),2016,3511
Car drivers,All,25-29,FSC (adjusted),2017,3359
Car drivers,All,25-29,FSC (adjusted),2018,3392
Car drivers,All,25-29,FSC (adjusted),2019,3239
Car drivers,All,25-29,FSC (adjusted),2020,2518
Car drivers,All,25-29,FSC (adjusted),2021,2752
Car drivers,All,30-39,FSC (adjusted),2012,6357
Car drivers,All,30-39,FSC (adjusted),2013,5792
Car drivers,All,30-39,FSC (adjusted),2014,6209
Car drivers,All,30-39,FSC (adjusted),2015,5933
Car drivers,All,30-39,FSC (adjusted),2016,6086
Car drivers,All,30-39,FSC (adjusted),2017,5825
Car drivers,All,30-39,FSC (adjusted),2018,6048
Car drivers,All,30-39,FSC (adjusted),2019,6059
Car drivers,All,30-39,FSC (adjusted),2020,4420
Car drivers,All,30-39,FSC (adjusted),2021,5258
Car drivers,All,40-49,FSC (adjusted),2012,6289
Car drivers,All,40-49,FSC (adjusted),2013,5790
Car drivers,All,40-49,FSC (adjusted),2014,6022
Car drivers,All,40-49,FSC (adjusted),2015,5653
Car drivers,All,40-49,FSC (adjusted),2016,5187
Car drivers,All,40-49,FSC (adjusted),2017,4885
Car drivers,All,40-49,FSC (adjusted),2018,4980
Car drivers,All,40-49,FSC (adjusted),2019,4702
Car drivers,All,40-49,FSC (adjusted),2020,3509
Car drivers,All,40-49,FSC (adjusted),2021,4012
Car drivers,All,50-59,FSC (adjusted),2012,4641
Car drivers,All,50-59,FSC (adjusted),2013,4380
Car drivers,All,50-59,FSC (adjusted),2014,4752
Car drivers,All,50-59,FSC (adjusted),2015,4589
Car drivers,All,50-59,FSC (adjusted),2016,4402
Car drivers,All,50-59,FSC (adjusted),2017,4266
Car drivers,All,50-59,FSC (adjusted),2018,4475
Car drivers,All,50-59,FSC (adjusted),2019,4225
Car drivers,All,50-59,FSC (adjusted),2020,3151
Car drivers,All,50-59,FSC (adjusted),2021,3598
Car drivers,All,60-69,FSC (adjusted),2012,2987
Car drivers,All,60-69,FSC (adjusted),2013,2921
Car drivers,All,60-69,FSC (adjusted),2014,3183
Car drivers,All,60-69,FSC (adjusted),2015,2916
Car drivers,All,60-69,FSC (adjusted),2016,2829
Car drivers,All,60-69,FSC (adjusted),2017,2613
Car drivers,All,60-69,FSC (adjusted),2018,2826
Car drivers,All,60-69,FSC (adjusted),2019,2719
Car drivers,All,60-69,FSC (adjusted),2020,1944
Car drivers,All,60-69,FSC (adjusted),2021,2200
Car drivers,All,70 and over,FSC (adjusted),2012,2701
Car drivers,All,70 and over,FSC (adjusted),2013,2805
Car drivers,All,70 and over,FSC (adjusted),2014,3050
Car drivers,All,70 and over,FSC (adjusted),2015,2897
Car drivers,All,70 and over,FSC (adjusted),2016,2934
Car drivers,All,70 and over,FSC (adjusted),2017,2961
Car drivers,All,70 and over,FSC (adjusted),2018,3227
Car drivers,All,70 and over,FSC (adjusted),2019,3066
Car drivers,All,70 and over,FSC (adjusted),2020,1968
Car drivers,All,70 and over,FSC (adjusted),2021,2410
Car drivers,All,All ages,FSC (adjusted),2012,36182
Car drivers,All,All ages,FSC (adjusted),2013,34113
Car drivers,All,All ages,FSC (adjusted),2014,35997
Car drivers,All,All ages,FSC (adjusted),2015,34659
Car drivers,All,All ages,FSC (adjusted),2016,33436
Car drivers,All,All ages,FSC (adjusted),2017,32209
Car drivers,All,All ages,FSC (adjusted),2018,33332
Car drivers,All,All ages,FSC (adjusted),2019,32063
Car drivers,All,All ages,FSC (adjusted),2020,23954
Car drivers,All,All ages,FSC (adjusted),2021,27495
Bus or coach drivers,All,Under 16,FSC (adjusted),2012,0
Bus or coach drivers,All,Under 16,FSC (adjusted),2013,0
Bus or coach drivers,All,Under 16,FSC (adjusted),2014,0
Bus or coach drivers,All,Under 16,FSC (adjusted),2015,0
Bus or coach drivers,All,Under 16,FSC (adjusted),2016,0
Bus or coach drivers,All,Under 16,FSC (adjusted),2017,0
Bus or coach drivers,All,Under 16,FSC (adjusted),2018,0
Bus or coach drivers,All,Under 16,FSC (adjusted),2019,0
Bus or coach drivers,All,Under 16,FSC (adjusted),2020,0
Bus or coach drivers,All,Under 16,FSC (adjusted),2021,0
Bus or coach drivers,All,16,FSC (adjusted),2012,0
Bus or coach drivers,All,16,FSC (adjusted),2013,0
Bus or coach drivers,All,16,FSC (adjusted),2014,0
Bus or coach drivers,All,16,FSC (adjusted),2015,0
Bus or coach drivers,All,16,FSC (adjusted),2016,0
Bus or coach drivers,All,16,FSC (adjusted),2017,0
Bus or coach drivers,All,16,FSC (adjusted),2018,0
Bus or coach drivers,All,16,FSC (adjusted),2019,0
Bus or coach drivers,All,16,FSC (adjusted),2020,0
Bus or coach drivers,All,16,FSC (adjusted),2021,0
Bus or coach drivers,All,17-20,FSC (adjusted),2012,6
Bus or coach drivers,All,17-20,FSC (adjusted),2013,4
Bus or coach drivers,All,17-20,FSC (adjusted),2014,5
Bus or coach drivers,All,17-20,FSC (adjusted),2015,3
Bus or coach drivers,All,17-20,FSC (adjusted),2016,5
Bus or coach drivers,All,17-20,FSC (adjusted),2017,5
Bus or coach drivers,All,17-20,FSC (adjusted),2018,6
Bus or coach drivers,All,17-20,FSC (adjusted),2019,7
Bus or coach drivers,All,17-20,FSC (adjusted),2020,3
Bus or coach drivers,All,17-20,FSC (adjusted),2021,3
Bus or coach drivers,All,21-24,FSC (adjusted),2012,28
Bus or coach drivers,All,21-24,FSC (adjusted),2013,24
Bus or coach drivers,All,21-24,FSC (adjusted),2014,20
Bus or coach drivers,All,21-24,FSC (adjusted),2015,26
Bus or coach drivers,All,21-24,FSC (adjusted),2016,26
Bus or coach drivers,All,21-24,FSC (adjusted),2017,20
Bus or coach drivers,All,21-24,FSC (adjusted),2018,28
Bus or coach drivers,All,21-24,FSC (adjusted),2019,19
Bus or coach drivers,All,21-24,FSC (adjusted),2020,13
Bus or coach drivers,All,21-24,FSC (adjusted),2021,17
Bus or coach drivers,All,25-29,FSC (adjusted),2012,77
Bus or coach drivers,All,25-29,FSC (adjusted),2013,62
Bus or coach drivers,All,25-29,FSC (adjusted),2014,53
Bus or coach drivers,All,25-29,FSC (adjusted),2015,56
Bus or coach drivers,All,25-29,FSC (adjusted),2016,54
Bus or coach drivers,All,25-29,FSC (adjusted),2017,58
Bus or coach drivers,All,25-29,FSC (adjusted),2018,60
Bus or coach drivers,All,25-29,FSC (adjusted),2019,48
Bus or coach drivers,All,25-29,FSC (adjusted),2020,19
Bus or coach drivers,All,25-29,FSC (adjusted),2021,28
Bus or coach drivers,All,30-39,FSC (adjusted),2012,217
Bus or coach drivers,All,30-39,FSC (adjusted),2013,188
Bus or coach drivers,All,30-39,FSC (adjusted),2014,175
Bus or coach drivers,All,30-39,FSC (adjusted),2015,158
Bus or coach drivers,All,30-39,FSC (adjusted),2016,159
Bus or coach drivers,All,30-39,FSC (adjusted),2017,156
Bus or coach drivers,All,30-39,FSC (adjusted),2018,152
Bus or coach drivers,All,30-39,FSC (adjusted),2019,127
Bus or coach drivers,All,30-39,FSC (adjusted),2020,79
Bus or coach drivers,All,30-39,FSC (adjusted),2021,100
Bus or coach drivers,All,40-49,FSC (adjusted),2012,336
Bus or coach drivers,All,40-49,FSC (adjusted),2013,309
Bus or coach drivers,All,40-49,FSC (adjusted),2014,288
Bus or coach drivers,All,40-49,FSC (adjusted),2015,247
Bus or coach drivers,All,40-49,FSC (adjusted),2016,175
Bus or coach drivers,All,40-49,FSC (adjusted),2017,228
Bus or coach drivers,All,40-49,FSC (adjusted),2018,203
Bus or coach drivers,All,40-49,FSC (adjusted),2019,203
Bus or coach drivers,All,40-49,FSC (adjusted),2020,104
Bus or coach drivers,All,40-49,FSC (adjusted),2021,102
Bus or coach drivers,All,50-59,FSC (adjusted),2012,289
Bus or coach drivers,All,50-59,FSC (adjusted),2013,272
Bus or coach drivers,All,50-59,FSC (adjusted),2014,320
Bus or coach drivers,All,50-59,FSC (adjusted),2015,297
Bus or coach drivers,All,50-59,FSC (adjusted),2016,269
Bus or coach drivers,All,50-59,FSC (adjusted),2017,251
Bus or coach drivers,All,50-59,FSC (adjusted),2018,249
Bus or coach drivers,All,50-59,FSC (adjusted),2019,260
Bus or coach drivers,All,50-59,FSC (adjusted),2020,135
Bus or coach drivers,All,50-59,FSC (adjusted),2021,177
Bus or coach drivers,All,60-69,FSC (adjusted),2012,151
Bus or coach drivers,All,60-69,FSC (adjusted),2013,130
Bus or coach drivers,All,60-69,FSC (adjusted),2014,138
Bus or coach drivers,All,60-69,FSC (adjusted),2015,122
Bus or coach drivers,All,60-69,FSC (adjusted),2016,110
Bus or coach drivers,All,60-69,FSC (adjusted),2017,106
Bus or coach drivers,All,60-69,FSC (adjusted),2018,116
Bus or coach drivers,All,60-69,FSC (adjusted),2019,102
Bus or coach drivers,All,60-69,FSC (adjusted),2020,63
Bus or coach drivers,All,60-69,FSC (adjusted),2021,86
Bus or coach drivers,All,70 and over,FSC (adjusted),2012,9
Bus or coach drivers,All,70 and over,FSC (adjusted),2013,8
Bus or coach drivers,All,70 and over,FSC (adjusted),2014,14
Bus or coach drivers,All,70 and over,FSC (adjusted),2015,12
Bus or coach drivers,All,70 and over,FSC (adjusted),2016,12
Bus or coach drivers,All,70 and over,FSC (adjusted),2017,11
Bus or coach drivers,All,70 and over,FSC (adjusted),2018,15
Bus or coach drivers,All,70 and over,FSC (adjusted),2019,16
Bus or coach drivers,All,70 and over,FSC (adjusted),2020,9
Bus or coach drivers,All,70 and over,FSC (adjusted),2021,12
Bus or coach drivers,All,All ages,FSC (adjusted),2012,1245
Bus or coach drivers,All,All ages,FSC (adjusted),2013,1117
Bus or coach drivers,All,All ages,FSC (adjusted),2014,1136
Bus or coach drivers,All,All ages,FSC (adjusted),2015,1025
Bus or coach drivers,All,All ages,FSC (adjusted),2016,897
Bus or coach drivers,All,All ages,FSC (adjusted),2017,906
Bus or coach drivers,All,All ages,FSC (adjusted),2018,903
Bus or coach drivers,All,All ages,FSC (adjusted),2019,836
Bus or coach drivers,All,All ages,FSC (adjusted),2020,477
Bus or coach drivers,All,All ages,FSC (adjusted),2021,585
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2012,0
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2013,0
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2014,1
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2015,1
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2016,0
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2017,0
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2018,0
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2019,0
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2020,0
Light goods vehicle drivers,All,Under 16,FSC (adjusted),2021,1
Light goods vehicle drivers,All,16,FSC (adjusted),2012,1
Light goods vehicle drivers,All,16,FSC (adjusted),2013,0
Light goods vehicle drivers,All,16,FSC (adjusted),2014,0
Light goods vehicle drivers,All,16,FSC (adjusted),2015,0
Light goods vehicle drivers,All,16,FSC (adjusted),2016,0
Light goods vehicle drivers,All,16,FSC (adjusted),2017,2
Light goods vehicle drivers,All,16,FSC (adjusted),2018,1
Light goods vehicle drivers,All,16,FSC (adjusted),2019,0
Light goods vehicle drivers,All,16,FSC (adjusted),2020,1
Light goods vehicle drivers,All,16,FSC (adjusted),2021,0
Light goods vehicle drivers,All,17-20,FSC (adjusted),2012,60
Light goods vehicle drivers,All,17-20,FSC (adjusted),2013,60
Light goods vehicle drivers,All,17-20,FSC (adjusted),2014,48
Light goods vehicle drivers,All,17-20,FSC (adjusted),2015,62
Light goods vehicle drivers,All,17-20,FSC (adjusted),2016,49
Light goods vehicle drivers,All,17-20,FSC (adjusted),2017,42
Light goods vehicle drivers,All,17-20,FSC (adjusted),2018,46
Light goods vehicle drivers,All,17-20,FSC (adjusted),2019,62
Light goods vehicle drivers,All,17-20,FSC (adjusted),2020,47
Light goods vehicle drivers,All,17-20,FSC (adjusted),2021,45
Light goods vehicle drivers,All,21-24,FSC (adjusted),2012,188
Light goods vehicle drivers,All,21-24,FSC (adjusted),2013,172
Light goods vehicle drivers,All,21-24,FSC (adjusted),2014,166
Light goods vehicle drivers,All,21-24,FSC (adjusted),2015,169
Light goods vehicle drivers,All,21-24,FSC (adjusted),2016,165
Light goods vehicle drivers,All,21-24,FSC (adjusted),2017,145
Light goods vehicle drivers,All,21-24,FSC (adjusted),2018,152
Light goods vehicle drivers,All,21-24,FSC (adjusted),2019,135
Light goods vehicle drivers,All,21-24,FSC (adjusted),2020,135
Light goods vehicle drivers,All,21-24,FSC (adjusted),2021,169
Light goods vehicle drivers,All,25-29,FSC (adjusted),2012,280
Light goods vehicle drivers,All,25-29,FSC (adjusted),2013,260
Light goods vehicle drivers,All,25-29,FSC (adjusted),2014,317
Light goods vehicle drivers,All,25-29,FSC (adjusted),2015,369
Light goods vehicle drivers,All,25-29,FSC (adjusted),2016,302
Light goods vehicle drivers,All,25-29,FSC (adjusted),2017,303
Light goods vehicle drivers,All,25-29,FSC (adjusted),2018,313
Light goods vehicle drivers,All,25-29,FSC (adjusted),2019,305
Light goods vehicle drivers,All,25-29,FSC (adjusted),2020,243
Light goods vehicle drivers,All,25-29,FSC (adjusted),2021,278
Light goods vehicle drivers,All,30-39,FSC (adjusted),2012,520
Light goods vehicle drivers,All,30-39,FSC (adjusted),2013,501
Light goods vehicle drivers,All,30-39,FSC (adjusted),2014,581
Light goods vehicle drivers,All,30-39,FSC (adjusted),2015,546
Light goods vehicle drivers,All,30-39,FSC (adjusted),2016,578
Light goods vehicle drivers,All,30-39,FSC (adjusted),2017,588
Light goods vehicle drivers,All,30-39,FSC (adjusted),2018,641
Light goods vehicle drivers,All,30-39,FSC (adjusted),2019,657
Light goods vehicle drivers,All,30-39,FSC (adjusted),2020,565
Light goods vehicle drivers,All,30-39,FSC (adjusted),2021,683
Light goods vehicle drivers,All,40-49,FSC (adjusted),2012,563
Light goods vehicle drivers,All,40-49,FSC (adjusted),2013,553
Light goods vehicle drivers,All,40-49,FSC (adjusted),2014,614
Light goods vehicle drivers,All,40-49,FSC (adjusted),2015,572
Light goods vehicle drivers,All,40-49,FSC (adjusted),2016,561
Light goods vehicle drivers,All,40-49,FSC (adjusted),2017,495
Light goods vehicle drivers,All,40-49,FSC (adjusted),2018,516
Light goods vehicle drivers,All,40-49,FSC (adjusted),2019,546
Light goods vehicle drivers,All,40-49,FSC (adjusted),2020,405
Light goods vehicle drivers,All,40-49,FSC (adjusted),2021,524
Light goods vehicle drivers,All,50-59,FSC (adjusted),2012,368
Light goods vehicle drivers,All,50-59,FSC (adjusted),2013,405
Light goods vehicle drivers,All,50-59,FSC (adjusted),2014,436
Light goods vehicle drivers,All,50-59,FSC (adjusted),2015,435
Light goods vehicle drivers,All,50-59,FSC (adjusted),2016,422
Light goods vehicle drivers,All,50-59,FSC (adjusted),2017,437
Light goods vehicle drivers,All,50-59,FSC (adjusted),2018,477
Light goods vehicle drivers,All,50-59,FSC (adjusted),2019,502
Light goods vehicle drivers,All,50-59,FSC (adjusted),2020,390
Light goods vehicle drivers,All,50-59,FSC (adjusted),2021,520
Light goods vehicle drivers,All,60-69,FSC (adjusted),2012,176
Light goods vehicle drivers,All,60-69,FSC (adjusted),2013,180
Light goods vehicle drivers,All,60-69,FSC (adjusted),2014,184
Light goods vehicle drivers,All,60-69,FSC (adjusted),2015,163
Light goods vehicle drivers,All,60-69,FSC (adjusted),2016,175
Light goods vehicle drivers,All,60-69,FSC (adjusted),2017,175
Light goods vehicle drivers,All,60-69,FSC (adjusted),2018,174
Light goods vehicle drivers,All,60-69,FSC (adjusted),2019,202
Light goods vehicle drivers,All,60-69,FSC (adjusted),2020,200
Light goods vehicle drivers,All,60-69,FSC (adjusted),2021,203
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2012,22
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2013,40
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2014,26
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2015,44
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2016,39
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2017,57
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2018,55
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2019,60
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2020,35
Light goods vehicle drivers,All,70 and over,FSC (adjusted),2021,73
Light goods vehicle drivers,All,All ages,FSC (adjusted),2012,2527
Light goods vehicle drivers,All,All ages,FSC (adjusted),2013,2476
Light goods vehicle drivers,All,All ages,FSC (adjusted),2014,2750
Light goods vehicle drivers,All,All ages,FSC (adjusted),2015,2705
Light goods vehicle drivers,All,All ages,FSC (adjusted),2016,2598
Light goods vehicle drivers,All,All ages,FSC (adjusted),2017,2547
Light goods vehicle drivers,All,All ages,FSC (adjusted),2018,2677
Light goods vehicle drivers,All,All ages,FSC (adjusted),2019,2786
Light goods vehicle drivers,All,All ages,FSC (adjusted),2020,2293
Light goods vehicle drivers,All,All ages,FSC (adjusted),2021,2835
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2012,0
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2013,0
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2014,0
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2015,0
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2016,0
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2017,0
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2018,0
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2019,0
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2020,0
Heavy goods vehicle drivers,All,Under 16,FSC (adjusted),2021,0
Heavy goods vehicle drivers,All,16,FSC (adjusted),2012,0
Heavy goods vehicle drivers,All,16,FSC (adjusted),2013,0
Heavy goods vehicle drivers,All,16,FSC (adjusted),2014,0
Heavy goods vehicle drivers,All,16,FSC (adjusted),2015,0
Heavy goods vehicle drivers,All,16,FSC (adjusted),2016,0
Heavy goods vehicle drivers,All,16,FSC (adjusted),2017,0
Heavy goods vehicle drivers,All,16,FSC (adjusted),2018,1
Heavy goods vehicle drivers,All,16,FSC (adjusted),2019,0
Heavy goods vehicle drivers,All,16,FSC (adjusted),2020,0
Heavy goods vehicle drivers,All,16,FSC (adjusted),2021,0
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2012,8
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2013,13
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2014,6
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2015,9
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2016,11
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2017,5
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2018,11
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2019,3
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2020,6
Heavy goods vehicle drivers,All,17-20,FSC (adjusted),2021,8
Heavy goods vehicle drivers,All,21-24,FSC (adjusted),2012,35
Heavy goods vehicle drivers,All,21-24,FSC (adjusted),2013,36
Heavy goods vehicle drivers,All,21-24,FSC (adjusted),2014,43
Heavy goods vehicle drivers,All,21-24,FSC (adjusted),2015,47
Heavy goods vehicle drivers,All,21-24,FSC (adjusted),2016,34
Heavy goods vehicle drivers,All,21-24,FSC (adjusted),2017,36
